Sex;Autonomous Communities;Measurements and percentiles;Periodo;Total
Males;Canarias;Average;2008;19.516,93
Males;Canarias;10th Percentile;2024;14.898,66
Males;Canarias;10th Percentile;2023;13.792,83
Males;Canarias;10th Percentile;2022;13.058,9
Males;Canarias;10th Percentile;2021;11.635,74
Males;Canarias;10th Percentile;2020;11.753,26
Males;Canarias;10th Percentile;2019;11.439,97
Males;Canarias;10th Percentile;2018;10.886,58
Males;Canarias;10th Percentile;2017;9.897,61
Males;Canarias;10th Percentile;2016;9.041,1
Males;Canarias;10th Percentile;2015;8.538,67
Males;Canarias;10th Percentile;2014;9.043,92
Males;Canarias;10th Percentile;2013;7.877,31
Males;Canarias;10th Percentile;2012;8.219,14
Males;Canarias;10th Percentile;2011;9.125,77
Males;Canarias;10th Percentile;2010;9.974,64
Males;Canarias;10th Percentile;2009;10.206,2
Males;Canarias;10th Percentile;2008;10.527,8
Males;Canarias;25th Percentile;2024;17.385,61
Males;Canarias;25th Percentile;2023;16.223,39
Males;Canarias;25th Percentile;2022;15.712,43
Males;Canarias;25th Percentile;2021;14.782,49
Males;Canarias;25th Percentile;2020;14.278,87
Males;Canarias;25th Percentile;2019;14.142,88
Males;Canarias;25th Percentile;2018;14.526,99
Males;Canarias;25th Percentile;2017;13.652,33
Males;Canarias;25th Percentile;2016;13.475,72
Males;Canarias;25th Percentile;2015;13.578,97
Males;Canarias;25th Percentile;2014;12.919,86
Males;Canarias;25th Percentile;2013;12.880,62
Males;Canarias;25th Percentile;2012;13.122,31
Males;Canarias;25th Percentile;2011;13.123,3
Males;Canarias;25th Percentile;2010;13.055,06
Males;Canarias;25th Percentile;2009;13.590
Males;Canarias;25th Percentile;2008;13.258,2
Males;Canarias;50th Percentile;2024;21.030,5
Males;Canarias;50th Percentile;2023;19.963,8
Males;Canarias;50th Percentile;2022;19.702,75
Males;Canarias;50th Percentile;2021;18.679,87
Males;Canarias;50th Percentile;2020;18.181,65
Males;Canarias;50th Percentile;2019;18.239,21
Males;Canarias;50th Percentile;2018;18.307,59
Males;Canarias;50th Percentile;2017;17.776,74
Males;Canarias;50th Percentile;2016;17.736,72
Males;Canarias;50th Percentile;2015;18.042,41
Males;Canarias;50th Percentile;2014;17.254,37
Males;Canarias;50th Percentile;2013;17.603,76
Males;Canarias;50th Percentile;2012;17.941,68
Males;Canarias;50th Percentile;2011;17.775,63
Males;Canarias;50th Percentile;2010;16.986,2
Males;Canarias;50th Percentile;2009;16.949,1
Males;Canarias;50th Percentile;2008;16.310,4
Males;Canarias;75th Percentile;2024;28.647,92
Males;Canarias;75th Percentile;2023;27.485,53
Males;Canarias;75th Percentile;2022;26.228,17
Males;Canarias;75th Percentile;2021;26.708,22
Males;Canarias;75th Percentile;2020;25.737,17
Males;Canarias;75th Percentile;2019;25.246,21
Males;Canarias;75th Percentile;2018;25.432,94
Males;Canarias;75th Percentile;2017;24.621,85
Males;Canarias;75th Percentile;2016;24.744,49
Males;Canarias;75th Percentile;2015;25.292,49
Males;Canarias;75th Percentile;2014;24.723,03
Males;Canarias;75th Percentile;2013;24.267,24
Males;Canarias;75th Percentile;2012;25.086,57
Males;Canarias;75th Percentile;2011;24.850,91
Males;Canarias;75th Percentile;2010;25.503,84
Males;Canarias;75th Percentile;2009;24.200,4
Males;Canarias;75th Percentile;2008;22.563,83
Males;Canarias;90th Percentile;2024;45.126,94
Males;Canarias;90th Percentile;2023;43.944,35
Males;Canarias;90th Percentile;2022;39.772,53
Males;Canarias;90th Percentile;2021;43.541,9
Males;Canarias;90th Percentile;2020;40.558,63
Males;Canarias;90th Percentile;2019;39.130,06
Males;Canarias;90th Percentile;2018;38.435,57
Males;Canarias;90th Percentile;2017;38.279,08
Males;Canarias;90th Percentile;2016;37.958,11
Males;Canarias;90th Percentile;2015;38.151,86
Males;Canarias;90th Percentile;2014;35.559,55
Males;Canarias;90th Percentile;2013;36.825,01
Males;Canarias;90th Percentile;2012;36.852,75
Males;Canarias;90th Percentile;2011;37.146,34
Males;Canarias;90th Percentile;2010;37.296,3
Males;Canarias;90th Percentile;2009;34.919,47
Males;Canarias;90th Percentile;2008;32.158,85
Males;Cantabria;Average;2024;30.052,78
Males;Cantabria;Average;2023;29.145,64
Males;Cantabria;Average;2022;27.820,83
Males;Cantabria;Average;2021;27.233,75
Males;Cantabria;Average;2020;25.804,13
Males;Cantabria;Average;2019;25.795,43
Males;Cantabria;Average;2018;25.349,01
Males;Cantabria;Average;2017;25.249,94
Males;Cantabria;Average;2016;25.210,05
Males;Cantabria;Average;2015;25.259,83
Males;Cantabria;Average;2014;24.685,21
Males;Cantabria;Average;2013;23.224,6
Males;Cantabria;Average;2012;23.309,9
Males;Cantabria;Average;2011;23.793,64
Males;Cantabria;Average;2010;23.924,51
Males;Cantabria;Average;2009;22.933
Males;Cantabria;Average;2008;22.539,72
Males;Cantabria;10th Percentile;2024;15.173,82
Males;Cantabria;10th Percentile;2023;15.211,92
Males;Cantabria;10th Percentile;2022;12.723,37
Males;Cantabria;10th Percentile;2021;13.680,33
Males;Cantabria;10th Percentile;2020;13.022,94
Males;Cantabria;10th Percentile;2019;12.600
Males;Cantabria;10th Percentile;2018;11.343,11
Males;Cantabria;10th Percentile;2017;11.479,99
Males;Cantabria;10th Percentile;2016;11.740,28
Males;Cantabria;10th Percentile;2015;12.093,27
Males;Cantabria;10th Percentile;2014;10.412,64
Males;Cantabria;10th Percentile;2013;9.759,36
Males;Cantabria;10th Percentile;2012;10.548,83
Males;Cantabria;10th Percentile;2011;11.625,38
Males;Cantabria;10th Percentile;2010;11.300
Males;Cantabria;10th Percentile;2009;11.921,93
Males;Cantabria;10th Percentile;2008;12.312,93
Males;Cantabria;25th Percentile;2024;19.999,18
Males;Cantabria;25th Percentile;2023;19.590,31
Males;Cantabria;25th Percentile;2022;18.168,79
Males;Cantabria;25th Percentile;2021;18.380,86
Males;Cantabria;25th Percentile;2020;16.887,75
Males;Cantabria;25th Percentile;2019;16.776,55
Males;Cantabria;25th Percentile;2018;16.547,52
Males;Cantabria;25th Percentile;2017;16.044,22
Males;Cantabria;25th Percentile;2016;15.808,24
Males;Cantabria;25th Percentile;2015;16.354,9
Males;Cantabria;25th Percentile;2014;16.262,4
Males;Cantabria;25th Percentile;2013;15.461,31
Males;Cantabria;25th Percentile;2012;15.300
Males;Cantabria;25th Percentile;2011;15.623,16
Males;Cantabria;25th Percentile;2010;15.973,91
Males;Cantabria;25th Percentile;2009;15.767,6
Males;Cantabria;25th Percentile;2008;15.546,39
Males;Cantabria;50th Percentile;2024;25.271,12
Males;Cantabria;50th Percentile;2023;24.540,45
Males;Cantabria;50th Percentile;2022;23.748,57
Males;Cantabria;50th Percentile;2021;22.998,26
Males;Cantabria;50th Percentile;2020;21.706,8
Males;Cantabria;50th Percentile;2019;21.609,68
Males;Cantabria;50th Percentile;2018;21.445,24
Males;Cantabria;50th Percentile;2017;21.322,62
Males;Cantabria;50th Percentile;2016;20.692,84
Males;Cantabria;50th Percentile;2015;21.468,08
Males;Cantabria;50th Percentile;2014;21.015,31
Males;Cantabria;50th Percentile;2013;20.001,84
Males;Cantabria;50th Percentile;2012;19.685,54
Males;Cantabria;50th Percentile;2011;20.318,96
Males;Cantabria;50th Percentile;2010;20.491,2
Males;Cantabria;50th Percentile;2009;20.134,47
Males;Cantabria;50th Percentile;2008;19.401,56
Males;Cantabria;75th Percentile;2024;36.799,82
Males;Cantabria;75th Percentile;2023;35.543,83
Males;Cantabria;75th Percentile;2022;34.405
Males;Cantabria;75th Percentile;2021;33.169,27
Males;Cantabria;75th Percentile;2020;31.304,26
Males;Cantabria;75th Percentile;2019;32.049,24
Males;Cantabria;75th Percentile;2018;30.843,33
Males;Cantabria;75th Percentile;2017;31.213,07
Males;Cantabria;75th Percentile;2016;31.466,18
Males;Cantabria;75th Percentile;2015;30.497,66
Males;Cantabria;75th Percentile;2014;31.157,85
Males;Cantabria;75th Percentile;2013;29.100,86
Males;Cantabria;75th Percentile;2012;27.716,35
Males;Cantabria;75th Percentile;2011;28.691,5
Males;Cantabria;75th Percentile;2010;29.034,92
Males;Cantabria;75th Percentile;2009;27.898,78
Males;Cantabria;75th Percentile;2008;26.679,56
Males;Cantabria;90th Percentile;2024;50.324,01
Males;Cantabria;90th Percentile;2023;48.125,63
Males;Cantabria;90th Percentile;2022;47.229,22
Males;Cantabria;90th Percentile;2021;45.898,08
Males;Cantabria;90th Percentile;2020;44.038,72
Males;Cantabria;90th Percentile;2019;43.466,73
Males;Cantabria;90th Percentile;2018;43.075,58
Males;Cantabria;90th Percentile;2017;44.256,28
Males;Cantabria;90th Percentile;2016;43.704
Males;Cantabria;90th Percentile;2015;42.790,82
Males;Cantabria;90th Percentile;2014;43.105,69
Males;Cantabria;90th Percentile;2013;40.146,48
Males;Cantabria;90th Percentile;2012;39.150
Males;Cantabria;90th Percentile;2011;39.317,07
Males;Cantabria;90th Percentile;2010;40.639,73
Males;Cantabria;90th Percentile;2009;37.939,73
Males;Cantabria;90th Percentile;2008;36.889,2
Males;Castilla y León;Average;2024;28.609,55
Males;Castilla y León;Average;2023;27.360,49
Males;Castilla y León;Average;2022;26.548,08
Males;Castilla y León;Average;2021;26.263,49
Males;Castilla y León;Average;2020;25.549,98
Males;Castilla y León;Average;2019;24.665,79
Males;Castilla y León;Average;2018;24.714,04
Males;Castilla y León;Average;2017;24.782,8
Males;Castilla y León;Average;2016;24.445,65
Males;Castilla y León;Average;2015;24.135,64
Males;Castilla y León;Average;2014;22.904,8
Males;Castilla y León;Average;2013;23.379
Males;Castilla y León;Average;2012;23.473,82
Males;Castilla y León;Average;2011;23.482,58
Males;Castilla y León;Average;2010;23.640,67
Males;Castilla y León;Average;2009;23.116,47
Males;Castilla y León;Average;2008;22.117,28
Males;Castilla y León;10th Percentile;2024;15.183,88
Males;Castilla y León;10th Percentile;2023;14.623,84
Males;Castilla y León;10th Percentile;2022;12.995,66
Males;Castilla y León;10th Percentile;2021;13.439,05
Males;Castilla y León;10th Percentile;2020;13.172,5
Males;Castilla y León;10th Percentile;2019;12.453,04
Males;Castilla y León;10th Percentile;2018;11.810,94
Males;Castilla y León;10th Percentile;2017;11.579,65
Males;Castilla y León;10th Percentile;2016;11.766,15
Males;Castilla y León;10th Percentile;2015;11.661,8
Males;Castilla y León;10th Percentile;2014;10.527,66
Males;Castilla y León;10th Percentile;2013;10.053,48
Males;Castilla y León;10th Percentile;2012;10.546,54
Males;Castilla y León;10th Percentile;2011;11.150,4
Males;Castilla y León;10th Percentile;2010;11.506,5
Males;Castilla y León;10th Percentile;2009;11.483,69
Males;Castilla y León;10th Percentile;2008;11.400
Males;Castilla y León;25th Percentile;2024;19.362,25
Males;Castilla y León;25th Percentile;2023;18.576,66
Males;Castilla y León;25th Percentile;2022;17.576,53
Males;Castilla y León;25th Percentile;2021;17.592,02
Males;Castilla y León;25th Percentile;2020;17.079,92
Males;Castilla y León;25th Percentile;2019;16.302,05
Males;Castilla y León;25th Percentile;2018;16.384,2
Males;Castilla y León;25th Percentile;2017;16.324,44
Males;Castilla y León;25th Percentile;2016;16.057,8
Males;Castilla y León;25th Percentile;2015;15.929,93
Males;Castilla y León;25th Percentile;2014;15.051,88
Males;Castilla y León;25th Percentile;2013;15.099,09
Males;Castilla y León;25th Percentile;2012;15.225,36
Males;Castilla y León;25th Percentile;2011;15.343,78
Males;Castilla y León;25th Percentile;2010;15.278,42
Males;Castilla y León;25th Percentile;2009;14.865,17
Males;Castilla y León;25th Percentile;2008;14.656,35
Males;Castilla y León;50th Percentile;2024;24.457,74
Males;Castilla y León;50th Percentile;2023;23.735,9
Males;Castilla y León;50th Percentile;2022;22.712,4
Males;Castilla y León;50th Percentile;2021;22.476,57
Males;Castilla y León;50th Percentile;2020;21.457,67
Males;Castilla y León;50th Percentile;2019;21.042,97
Males;Castilla y León;50th Percentile;2018;20.956,83
Males;Castilla y León;50th Percentile;2017;21.162,75
Males;Castilla y León;50th Percentile;2016;20.596,75
Males;Castilla y León;50th Percentile;2015;20.548,94
Males;Castilla y León;50th Percentile;2014;19.479,68
Males;Castilla y León;50th Percentile;2013;19.873,03
Males;Castilla y León;50th Percentile;2012;19.680,54
Males;Castilla y León;50th Percentile;2011;19.891,88
Males;Castilla y León;50th Percentile;2010;19.553,56
Males;Castilla y León;50th Percentile;2009;19.133,17
Males;Castilla y León;50th Percentile;2008;18.663,75
Males;Castilla y León;75th Percentile;2024;34.339,87
Males;Castilla y León;75th Percentile;2023;32.649,46
Males;Castilla y León;75th Percentile;2022;32.214,92
Males;Castilla y León;75th Percentile;2021;31.358,42
Males;Castilla y León;75th Percentile;2020;30.503,33
Males;Castilla y León;75th Percentile;2019;29.721,16
Males;Castilla y León;75th Percentile;2018;30.377,66
Males;Castilla y León;75th Percentile;2017;30.184,74
Males;Castilla y León;75th Percentile;2016;29.689,71
Males;Castilla y León;75th Percentile;2015;29.338,96
Males;Castilla y León;75th Percentile;2014;27.468,29
Males;Castilla y León;75th Percentile;2013;28.688,85
Males;Castilla y León;75th Percentile;2012;28.604,84
Males;Castilla y León;75th Percentile;2011;28.520,08
Males;Castilla y León;75th Percentile;2010;28.604,57
Males;Castilla y León;75th Percentile;2009;27.749,03
Males;Castilla y León;75th Percentile;2008;26.504,73
Males;Castilla y León;90th Percentile;2024;47.208,88
Males;Castilla y León;90th Percentile;2023;44.868,06
Males;Castilla y León;90th Percentile;2022;45.951,02
Males;Castilla y León;90th Percentile;2021;44.290,79
Males;Castilla y León;90th Percentile;2020;43.330,52
Males;Castilla y León;90th Percentile;2019;41.466,17
Males;Castilla y León;90th Percentile;2018;41.259,09
Males;Castilla y León;90th Percentile;2017;42.565,56
Males;Castilla y León;90th Percentile;2016;42.122,63
Males;Castilla y León;90th Percentile;2015;41.065,81
Males;Castilla y León;90th Percentile;2014;39.780,1
Males;Castilla y León;90th Percentile;2013;39.842,97
Males;Castilla y León;90th Percentile;2012;40.693,56
Males;Castilla y León;90th Percentile;2011;39.312,86
Males;Castilla y León;90th Percentile;2010;40.892,8
Males;Castilla y León;90th Percentile;2009;39.100,05
Males;Castilla y León;90th Percentile;2008;36.889,2
Males;Castilla - La Mancha;Average;2024;28.023,12
Males;Castilla - La Mancha;Average;2023;26.766,25
Males;Castilla - La Mancha;Average;2022;25.813,23
Males;Castilla - La Mancha;Average;2021;24.897,33
Males;Castilla - La Mancha;Average;2020;24.029,31
Males;Castilla - La Mancha;Average;2019;23.494,17
Males;Castilla - La Mancha;Average;2018;23.960,1
Males;Castilla - La Mancha;Average;2017;23.160,99
Males;Castilla - La Mancha;Average;2016;22.871,41
Males;Castilla - La Mancha;Average;2015;22.765,56
Males;Castilla - La Mancha;Average;2014;22.719,35
Males;Castilla - La Mancha;Average;2013;23.316,59
Males;Castilla - La Mancha;Average;2012;22.810,39
Males;Castilla - La Mancha;Average;2011;22.771,53
Males;Castilla - La Mancha;Average;2010;22.292,84
Males;Castilla - La Mancha;Average;2009;21.980,61
Males;Castilla - La Mancha;Average;2008;21.141,95
Males;Castilla - La Mancha;10th Percentile;2024;15.711,73
Males;Castilla - La Mancha;10th Percentile;2023;14.733,67
Males;Castilla - La Mancha;10th Percentile;2022;14.127,24
Males;Castilla - La Mancha;10th Percentile;2021;13.370
Males;Castilla - La Mancha;10th Percentile;2020;13.142,66
Males;Castilla - La Mancha;10th Percentile;2019;12.600
Males;Castilla - La Mancha;10th Percentile;2018;11.681,72
Males;Castilla - La Mancha;10th Percentile;2017;10.444,27
Males;Castilla - La Mancha;10th Percentile;2016;10.755,57
Males;Castilla - La Mancha;10th Percentile;2015;10.728,17
Males;Castilla - La Mancha;10th Percentile;2014;10.584,05
Males;Castilla - La Mancha;10th Percentile;2013;11.457,96
Males;Castilla - La Mancha;10th Percentile;2012;11.269,71
Males;Castilla - La Mancha;10th Percentile;2011;11.877,96
Males;Castilla - La Mancha;10th Percentile;2010;12.048
Males;Castilla - La Mancha;10th Percentile;2009;11.709,13
Males;Castilla - La Mancha;10th Percentile;2008;11.517,69
Males;Castilla - La Mancha;25th Percentile;2024;19.020,24
Males;Castilla - La Mancha;25th Percentile;2023;18.045,09
Males;Castilla - La Mancha;25th Percentile;2022;17.732,49
Males;Castilla - La Mancha;25th Percentile;2021;16.998,38
Males;Castilla - La Mancha;25th Percentile;2020;16.086,07
Males;Castilla - La Mancha;25th Percentile;2019;16.199,26
Males;Castilla - La Mancha;25th Percentile;2018;16.593
Males;Castilla - La Mancha;25th Percentile;2017;15.625,8
Males;Castilla - La Mancha;25th Percentile;2016;15.291,06
Males;Castilla - La Mancha;25th Percentile;2015;15.232,03
Males;Castilla - La Mancha;25th Percentile;2014;15.390,93
Males;Castilla - La Mancha;25th Percentile;2013;15.229,86
Males;Castilla - La Mancha;25th Percentile;2012;15.036,25
Males;Castilla - La Mancha;25th Percentile;2011;15.319,59
Males;Castilla - La Mancha;25th Percentile;2010;15.304,92
Males;Castilla - La Mancha;25th Percentile;2009;14.896,75
Males;Castilla - La Mancha;25th Percentile;2008;14.405,04
Males;Castilla - La Mancha;50th Percentile;2024;23.634,51
Males;Castilla - La Mancha;50th Percentile;2023;22.602,77
Males;Castilla - La Mancha;50th Percentile;2022;22.001,93
Males;Castilla - La Mancha;50th Percentile;2021;20.970,07
Males;Castilla - La Mancha;50th Percentile;2020;20.048,87
Males;Castilla - La Mancha;50th Percentile;2019;19.757,49
Males;Castilla - La Mancha;50th Percentile;2018;20.042
Males;Castilla - La Mancha;50th Percentile;2017;19.295,42
Males;Castilla - La Mancha;50th Percentile;2016;19.380,27
Males;Castilla - La Mancha;50th Percentile;2015;19.305,7
Males;Castilla - La Mancha;50th Percentile;2014;19.137,2
Males;Castilla - La Mancha;50th Percentile;2013;19.200
Males;Castilla - La Mancha;50th Percentile;2012;18.780,36
Males;Castilla - La Mancha;50th Percentile;2011;19.145,12
Males;Castilla - La Mancha;50th Percentile;2010;18.649,8
Males;Castilla - La Mancha;50th Percentile;2009;18.001,5
Males;Castilla - La Mancha;50th Percentile;2008;17.456,35
Males;Castilla - La Mancha;75th Percentile;2024;32.447,36
Males;Castilla - La Mancha;75th Percentile;2023;31.013,9
Males;Castilla - La Mancha;75th Percentile;2022;29.940,4
Males;Castilla - La Mancha;75th Percentile;2021;28.398,68
Males;Castilla - La Mancha;75th Percentile;2020;27.776,23
Males;Castilla - La Mancha;75th Percentile;2019;27.168,54
Males;Castilla - La Mancha;75th Percentile;2018;27.415,27
Males;Castilla - La Mancha;75th Percentile;2017;26.863,69
Males;Castilla - La Mancha;75th Percentile;2016;26.871,63
Males;Castilla - La Mancha;75th Percentile;2015;26.995,82
